
" Superior Kibble
","3
","0
","0
","0
","0:07:12
"
" Raw Mutton
","6
","0
","0
","0
","0:13:31
"
" Cooked Lamb Chop
","11
","0
","0
","0
","0:24:44
"
" Raw Prime Meat
","7
","0
","0
","0
","0:15:46
"
" Cooked Prime Meat
","14
","0
","0
","0
","0:31:28
"
" Raw Prime Fish Meat
","18
","0
","0
","0
","0:20:16
"
" Raw Meat
","21
","30
","6
","3
","0:47:16
"
" Cooked Prime Fish Meat
","35
","16
","4
","2
","0:40:28
"
" Cooked Meat
","42
","30
","6
","3
","0:47:16
"
" Raw Fish Meat
","53
","57
","12
","6
","0:59:38
"
" Cooked Fish Meat
","105
","56
","11
","6
","0:59:04
"
"KO:  × 60;  × 25;  × 7;  × 4;  × 3;  × 2
"
"Torpidity-depletion: 0.3 / s, Time until all torpidity is depleted: 00:33:20
"
